Getting Data...
netR,daysToBreakout,exitParam
7.714862461100874,34,3
0.4429975360873126,34,4
2.4805918345799642,34,5
0.8095674970895457,34,6
0.5086255030813259,34,7
3.0118931611728352,34,8
4.947451957260834,34,9
3.247251478897902,34,10
12.575423564777523,34,11
11.994360417275493,34,12
19.22979285615665,34,13
17.93418488579186,34,14
19.932195398685145,34,15
21.535212133659012,34,16
19.62341225978004,34,17
18.34817466624443,34,18
16.521367126194342,34,19
16.536749081309363,34,20
2.494881865499554,34,21
1.2989496468574484,34,22
1.2860268303031264,34,23
0.1601845502069112,34,24
-0.5786690280715803,34,25
-1.6586896396521364,34,26
-1.5344542770626364,34,27
-2.099462782151492,34,28
-2.365355781060063,34,29
-3.1406387140039005,34,30
-6.807372027427497,34,31
-13.797383274302298,34,32
7.33370656879397,35,3
1.2457694167618618,35,4
4.158723807543259,35,5
2.112882683808127,35,6
1.248958388965192,35,7
3.7196637049124806,35,8
5.585705730643552,35,9
4.040559714778413,35,10
13.46153049619922,35,11
12.493168629841918,35,12
19.71649786287089,35,13
18.456734381200494,35,14
20.527330647674844,35,15
22.131644837834294,35,16
20.22689335166077,35,17
18.970058978607103,35,18
17.291911837781832,35,19
17.156230183688155,35,20
3.0958360544833172,35,21
1.899743742484787,35,22
2.018747183490608,35,23
0.9260236226187724,35,24
0.16024105743992217,35,25
-0.8932584932981991,35,26
-0.7303835852729074,35,27
-1.1883683810922856,35,28
-1.4261141201382643,35,29
-2.198445960425997,35,30
-5.866730765106483,35,31
-12.860070539976352,35,32
7.354283841987761,36,3
0.7526564234370199,36,4
2.141066608246382,36,5
0.40439615702606146,36,6
-0.021681934280951776,36,7
2.7528202761189426,36,8
4.036047129523377,36,9
2.950028152851835,36,10
12.131683743301798,36,11
11.018601368837137,36,12
11.758889621047246,36,13
10.433970179612592,36,14
10.94111758433852,36,15
12.737262306455118,36,16
10.833637599914448,36,17
9.590036895877473,36,18
10.362468510487963,36,19
10.23845612454395,36,20
-3.5605554158225496,36,21
-4.843863926567587,36,22
-4.676816013995716,36,23
-5.812321121406754,36,24
-6.674467289477225,36,25
-7.749105954443352,36,26
-7.598628779175151,36,27
-8.44550278599667,36,28
-8.647579735233734,36,29
-8.98434072654407,36,30
-12.652625531224558,36,31
-13.401696872914705,36,32
6.696997571950709,37,3
-1.034892944319526,37,4
0.021542473130939266,37,5
-0.6952990126377105,37,6
-0.22934792104557422,37,7
2.4062440025522362,37,8
3.7238518681186035,37,9
2.7376998834450523,37,10
12.203413728858441,37,11
11.233588592589062,37,12
11.861193453171122,37,13
10.420790914810054,37,14
10.927271989461548,37,15
12.738525682029717,37,16
10.816648868304883,37,17
9.574232002095572,37,18
10.382462345546061,37,19
10.428240843137385,37,20
-3.5033269906584366,37,21
-4.818777762099508,37,22
-4.690033024311202,37,23
-5.797345669441835,37,24
-6.632562850611946,37,25
-7.717478275854835,37,26
-7.576478170040061,37,27
-8.421646647964685,37,28
-8.625796394854245,37,29
-8.964759733670356,37,30
-12.628780716108608,37,31
-13.369841358088646,37,32
7.708507453373637,38,3
-0.2780093048330172,38,4
0.3607956831582657,38,5
-0.2596900452657877,38,6
0.2637702835061525,38,7
3.1742342776694623,38,8
4.540876068285619,38,9
3.9096043911367646,38,10
13.234446733196457,38,11
12.261386855478516,38,12
12.889554238034094,38,13
11.44915169967303,38,14
11.956132793856534,38,15
13.704016489357167,38,16
11.78143235855916,38,17
10.539705715576938,38,18
11.345058010246936,38,19
11.39083650783826,38,20
-2.741527998078242,38,21
-4.060067500261515,38,22
-4.015181284613084,38,23
-5.022665489475061,38,24
-5.859345675153292,38,25
-6.713500041015441,38,26
-6.551677014170928,38,27
-7.398504028680918,38,28
-7.638322565379395,38,29
-8.415191523287842,38,30
-12.079212505726094,38,31
-12.820273147706132,38,32
7.596854710125888,39,3
0.3177714519356478,39,4
1.2165362023040056,39,5
0.3410997121909174,39,6
0.6195780635518694,39,7
3.8528508134356705,39,8
5.262444876951271,39,9
4.743400803216054,39,10
14.190195703128254,39,11
12.996148086049068,39,12
13.623385851396579,39,13
12.253031255487466,39,14
12.594254489897322,39,15
14.319382983645644,39,16
12.447429495227292,39,17
11.221301362988997,39,18
11.900197943461984,39,19
12.015436242284416,39,20
-2.0995005239354807,39,21
-2.686330431719238,39,22
-2.657205568249727,39,23
-4.235484613203395,39,24
-5.073468689108471,39,25
-5.917278565610194,39,26
-5.7528254663563,39,27
-6.61202308647684,39,28
-7.101412731571281,39,29
-7.9499508972467385,39,30
-12.092569075520629,39,31
-12.8334106030025,39,32
8.283581971033028,40,3
1.0906030521436254,40,4
1.8494925735073342,40,5
0.9442616098470136,40,6
1.1936865701385897,40,7
4.449954617558562,40,8
5.889176719383921,40,9
5.382238761637785,40,10
15.199389231624696,40,11
14.025738698540835,40,12
14.655861707633902,40,13
13.285507111724788,40,14
13.626730346134643,40,15
15.252485074174823,40,16
13.51983694703929,40,17
12.34584507635895,40,18
13.093881283099781,40,19
13.293815470915817,40,20
-0.6924037300306625,40,21
-1.1610421693615092,40,22
-1.0698547319889575,40,23
-2.552643060762255,40,24
-3.2953929005808575,40,25
-4.096352289958379,40,26
-4.119281717221588,40,27
-4.978479337342127,40,28
-5.466942566721812,40,29
-6.315480732397271,40,30
-10.458098910671161,40,31
-11.19894043815303,40,32
11.807031006170439,41,3
3.553262625625263,41,4
2.2748777248983685,41,5
1.4379873797747877,41,6
1.9641093146063118,41,7
5.395798000931555,41,8
5.888520989644422,41,9
5.5480847884837114,41,10
15.831935657692231,41,11
14.369480051235922,41,12
14.883698614010203,41,13
13.249858106205908,41,14
13.513250706005481,41,15
14.905548978343822,41,16
13.198556094240603,41,17
12.005154306075498,41,18
12.653881654973356,41,19
12.93250253261527,41,20
-0.843788935256166,41,21
-0.8901357076884555,41,22
-0.9133108345460108,41,23
-2.4570299543540273,41,24
-3.2834863783462485,41,25
-4.088276821653952,41,26
-4.157014040922901,41,27
-5.052804892971756,41,28
-5.55577104632805,41,29
-6.388023237033324,41,30
-10.759919257231413,41,31
-11.479000720578895,41,32
12.303749859119273,42,3
3.0801910610942764,42,4
1.6501893820261881,42,5
1.2804672821577925,42,6
1.8683140231908646,42,7
5.1998304081307145,42,8
5.679558529816054,42,9
5.152244185317126,42,10
15.576754104349991,42,11
14.114298497893678,42,12
14.9464024566471,42,13
13.312561948842804,42,14
13.666678494311984,42,15
15.15717924580497,42,16
13.44709135173992,42,17
12.244897031468204,42,18
12.879233964631942,42,19
13.157965553440881,42,20
-0.5941992748805842,42,21
-0.5867634971134958,42,22
-0.6093095308330045,42,23
-2.1210437285321264,42,24
-2.8365587301203807,42,25
-3.799261582701367,42,26
-3.881215279490819,42,27
-4.781777756214646,42,28
-5.286190195311921,42,29
-6.118442386017194,42,30
-10.490338406215283,42,31
-11.580596197479334,42,32
12.484934501888448,43,3
3.2809599114138317,43,4
1.9072381652548382,43,5
1.6333940098923656,43,6
2.2415965561616162,43,7
5.636644443345662,43,8
6.120846199144842,43,9
5.5963900097742005,43,10
16.12639724100055,43,11
14.889151718577857,43,12
15.815373324390098,43,13
14.220188278770673,43,14
14.586069530122204,43,15
16.097157988110954,43,16
14.29826789166052,43,17
13.117093605237292,43,18
13.715103994697612,43,19
13.895641446529602,43,20
0.10941459482407284,43,21
0.15871661949927046,43,22
0.11990155896492044,43,23
-1.3918326387342022,43,24
-2.1062073802461154,43,25
-3.062372741722748,43,26
-3.223460487810252,43,27
-4.0761575052844075,43,28
-4.571514316956063,43,29
-5.403766507661336,43,30
-9.669582320873657,43,31
-10.74172885728648,43,32
13.061259510987531,44,3
4.053830980555427,44,4
2.1677040129294967,44,5
2.125775846798805,44,6
1.5477908918647416,44,7
4.973319705150513,44,8
5.559474638693823,44,9
5.034334237505908,44,10
15.300871237497933,44,11
14.140460273204102,44,12
15.132184685221969,44,13
13.527790720611135,44,14
13.94127492082367,44,15
15.444187634155758,44,16
13.664607848809707,44,17
12.578180240196945,44,18
13.201641477843596,44,19
13.396050432471263,44,20
-0.3981704550820186,44,21
-0.2457307403804065,44,22
-0.28250169884168014,44,23
-1.7671282146784166,44,24
-2.458115211108809,44,25
-3.4120359689339006,44,26
-3.558913439528835,44,27
-4.374273193431387,44,28
-4.78089275410463,44,29
-5.61331046113809,44,30
-9.883264182555056,44,31
-10.903587206864128,44,32
13.556535824640052,45,3
4.27579679252123,45,4
2.7479444719443173,45,5
2.49525275570176,45,6
2.4148091083325185,45,7
6.492624589849649,45,8
7.02809042202562,45,9
6.267944110562406,45,10
16.424572802350266,45,11
14.697708959625018,45,12
15.776138403524325,45,13
14.196085730197735,45,14
14.475830547384502,45,15
16.113085808959422,45,16
14.371529360444137,45,17
13.340996942753668,45,18
14.150213033225791,45,19
14.277204862343087,45,20
0.5278496695384858,45,21
0.7624480135722667,45,22
0.7625376520823359,45,23
-0.7147443113457671,45,24
-1.4131746955255855,45,25
-2.3699898205320844,45,26
-2.5073378142728897,45,27
-3.357323739196411,45,28
-3.7719535579882275,45,29
-4.606555070871622,45,30
-8.815681541680314,45,31
-9.808024030709579,45,32
15.274469447423186,46,3
6.426651493375927,46,4
4.428973334624338,46,5
4.174788791376121,46,6
4.072956636045718,46,7
6.475870696101959,46,8
7.629761141811997,46,9
6.933606438006795,46,10
17.090235129794653,46,11
15.837802930694597,46,12
16.846284188065408,46,13
15.286494540001332,46,14
